image,Bud Cluster,Flower,Fruit,catalogNumber,gbifID,institutionCode,recordedBy,eventDate,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,specificEpithet
2430455950,0,16,18,2430455950,2430455950,RSA,Ann Williams,1992-05-14,135,135,1992,5,14,14 May 92,California,Los Angeles,NA,"End of Canyon Dr., 0.2 mi. off Penn St. and 100 yds E of Whittier College track.",NA,NA,NA,Raphanus sativus L.,sativus
2859114104,4,7,3,2859114104,2859114104,CM,"Lloyd, F.E.",1890-06-17,168,168,1890,6,17,17 Jun 1890,New Jersey,Burlington,NA,Indian Mills [Hills?],39.794006,-74.744326,2500.0,Raphanus raphanistrum L.,raphanistrum
2430080232,4,7,13,2430080232,2430080232,RSA,E. W. Lathrop,1966-03-30,89,89,1966,3,30,"March 30, 1966",California,Riverside,NA,"Main Divide Truck Trail between El Carriso and Santiago Peak, Cleveland Nat’l Forest.",NA,NA,NA,Raphanus sativus L.,sativus
5103891693,0,1,4,5103891693,5103891693,WILLI,"van Montfrans, Margaret; Jaffee, Norman",1979-06-15,166,166,1979,6,15,NA,Virginia,Mathews,NA,"along St Rt 626, near Blakes",37.499523,-76.366543,670.0,Raphanus raphanistrum L.,raphanistrum
5067925817,2,2,9,5067925817,5067925817,University of New Hampshire,A. R. Hodgdon; R. B. Pike,1967-09-02,245,245,1967,9,2,NA,Maine,Knox,NA,Criehaven,43.83162,-68.889888,1509.0,Raphanus raphanistrum L.,raphanistrum
4102218530,2,15,40,4102218530,4102218530,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Oregon,Curry,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3969778962,1,1,1,3969778962,3969778962,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5068491429,0,0,2,5068491429,5068491429,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Spartanburg,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859373861,2,10,22,2859373861,2859373861,CM,"Kline, H.",1952-09-14,258,258,1952,9,14,14 Sep 1952,Pennsylvania,Cambria,NA,2 mi S of Nicktown,40.584417,-78.80336,6033.0,Raphanus sativus L.,sativus
4101885505,1,0,1,4101885505,4101885505,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,California,San Luis Obispo,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3865101235,0,0,2,3865101235,3865101235,PH,Otway H. Brown,1919-07-15,196,196,1919,7,15,July 15 1919,New Jersey,Cape May,NA,Cold Spring,38.9667,-74.9167,1264.0,Raphanus sativus L.,sativus
2573103026,3,7,5,2573103026,2573103026,VT,NA,NA,NA,NA,NA,NA,NA,NA,Vermont,Grand Isle,Grand Isle,NA,44.72042,-73.29939,7627.0,Raphanus raphanistrum L.,raphanistrum
5103889470,0,0,0,5103889470,5103889470,WILLI,"Sleight, Trevor",2014-06-30,181,181,2014,6,30,NA,Virginia,Williamsburg City,NA,College Woods,37.27476,-76.72211,15.0,Raphanus raphanistrum L.,raphanistrum
3820745010,0,5,34,3820745010,3820745010,OSU,Richard R. Halse,2000-07-02,184,184,2000,7,2,NA,Oregon,Linn,NA,"along the Willamette River behind the Salmon Disease Lab, 34347 Electric Road, just east of Corvallis.",44.57026,-123.24081,805.0,Raphanus sativus L.,sativus
3897880609,3,14,32,3897880609,3897880609,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,California,Los Angeles,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3695177078,0,1,4,3695177078,3695177078,UAM,Jeff Zetson,1979-04-23,113,113,1979,4,23,1979-4-23,Texas,Kimble,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865097244,0,1,14,3865097244,3865097244,PH,Hugh E. Stone,1929-06-30,181,181,1929,6,30,NA,Pennsylvania,Chester,NA,Bacton,40.056772,-75.586315,895.0,Raphanus raphanistrum L.,raphanistrum
1998783458,1,7,20,1998783458,1998783458,GH,W. C. Cusick,1887,NA,NA,1887,NA,NA,July 1887,New Hampshire,Coos County,Gorham,Gorham,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234331799,1,2,23,2234331799,2234331799,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Sampson,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4856042859,2,11,24,4856042859,4856042859,ETSU,L.K. Clarke,1969-07-14,195,195,1969,7,14,7/14/69,North Carolina,Mitchell,NA,Grassy rdg.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
SML_1999241263,1,1,11,SML_1999241263,1999241263,GH,A. G. McKeel,1917-07-25,206,206,1917,7,25,NA,New York,Cortland County,NA,"Little York Lake, Preble",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5937711436,0,2,24,5937711436,5937711436,BRY,Robert L. Johnson; Dustin Rooks,2023-08-03,215,215,2023,8,3,2023-8-3,California,Santa Clara,NA,"Santa Clara Valley, near jct with Monterey Rd on Coyote Creek Golf Dr, Madrone.",37.19016,-121.711,NA,Raphanus sativus L.,sativus
5103889427,0,10,3,5103889427,5103889427,WILLI,"North, Gretchen; Hall, G.W.",1981-03-29,88,88,1981,3,29,NA,Virginia,Middlesex,NA,"Opposite Clarksbury Methodist Church on Va Rt. 33, E of Hardyville.",37.554625,-76.362938,255.0,Raphanus raphanistrum L.,raphanistrum
2573071186,0,5,40,2573071186,2573071186,VT,NA,1979-07-05,186,186,1979,7,5,1979-7-5,Massachusetts,Hampshire,Northampton,NA,42.32664,-72.67454,7473.0,Raphanus raphanistrum L.,raphanistrum
SML_2575051207,0,1,1,SML_2575051207,2575051207,NEBC,C. Triedman & C. W. Moore,2018-09-21,264,264,2018,9,21,NA,Rhode Island,Bristol County,Warren,Jacob's Point Preserve,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4075454240,1,2,11,4075454240,4075454240,DOV,Byron D. Halsted,1891-06,NA,NA,1891,6,NA,June 1891,New Jersey,Middlesex,NA,Milltown,39.73079,-75.66604,1000,Raphanus raphanistrum L.,raphanistrum
2430197912,0,30,13,2430197912,2430197912,RSA,Mark Elvin,2003-05-03,123,123,2003,5,3,3 May 2003,California,San Diego,NA,"Peninsular Ranges, San Ysidro Mountains: SE side of Otay Mtn., Marron Valley, along Cottonwood Creek ca. 1 km N of Mexican border, slopes above Tijuana River; Otay Mountain 7.5’",32.566667,-116.757778,NA,Raphanus raphanistrum L.,raphanistrum
3865378426,1,5,8,3865378426,3865378426,PH,Bayard Long,1947-09-21,264,264,1947,9,21,NA,Pennsylvania,Montgomery,NA,"along Horsham Road, just SE of Horsham",40.174015,-75.11812,1009.0,Raphanus sativus L.,sativus
1999280100,1,13,46,1999280100,1999280100,NEBC,E. F. Williams,1910-07-11,192,192,1910,7,11,"July 11, 1910",New Hampshire,Grafton County,Hanover,Hanover,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865096286,0,1,3,3865096286,3865096286,PH,Rodney H. True,1932-06-28,180,180,1932,6,28,NA,Pennsylvania,Northampton,NA,near Lower Saucon,40.606211,-75.2824,1766.0,Raphanus raphanistrum L.,raphanistrum
2989915292,6,10,2,2989915292,2989915292,RSA,A.C. Sanders,1988-05-18,139,139,1988,5,18,18 May 1988,California,Los Angeles,NA,"El Segundo Dunes, immediately west of Los Angeles International Airport & east of Vista Del Mar Blvd.",33.93333,-118.43333,NA,Raphanus sativus L.,sativus
3496963433,3,17,36,3496963433,3496963433,ODU,Marvin Moy,1970-05-02,122,122,1970,5,2,NA,Virginia,Norfolk City,NA,"Newtown Hs Apartmetns, North fo Newtown Rd.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4102209478,0,1,7,4102209478,4102209478,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,Rhode Island,Newport,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5011564472,0,11,22,5011564472,5011564472,CCUH,"Todd, Tammy L.",1995-03-26,85,85,1995,3,26,NA,South Carolina,Horry,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2515352603,0,0,10,2515352603,2515352603,NA,Quayle EH,1900-06-03,154,154,1900,6,3,NA,NA,NA,NA,"Plants of Santa Cruz Mountain peninsula. Santa Clara County, California.",NA,NA,NA,Rapistrum raphanistrum (L.) Crantz,raphanistrum
1999108852,5,8,14,1999108852,1999108852,GH,E. F. Williams,1910-07-11,192,192,1910,7,11,July 11. 1910,New Hampshire,Grafton County,Hanover,Hanover,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5068491370,6,3,30,5068491370,5068491370,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Dorchester,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234332087,1,10,31,2234332087,2234332087,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Sumter,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999004569,0,4,26,1999004569,1999004569,GH,[no data available],1894-10-20,293,293,1894,10,20,"Oct. 20, 1894",Massachusetts,Middlesex County,Medford,Medford,42.42762,-71.10837,3000,Raphanus sativus L.,sativus
2234332438,1,8,6,2234332438,2234332438,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Granville,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969684011,0,1,0,3969684011,3969684011,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2512822233,0,0,24,2512822233,2512822233,US,R. Horner,1897-06-05,156,156,1897,6,5,NA,Washington,Walla Walla,NA,Southeastern Washington. Waitsburg.,NA,NA,NA,Raphanus sativus L.,sativus
3969864027,1,2,9,3969864027,3969864027,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3865379352,0,0,21,3865379352,3865379352,PH,"Robert L. Schaeffer, Jr.",1941-07-14,195,195,1941,7,14,NA,Pennsylvania,Northampton,NA,ca 0.25 mi. N of the village Walnutport,40.757885,-75.598797,864.0,Raphanus sativus L.,sativus
SML_1999165525,0,0,5,SML_1999165525,1999165525,NEBC,B. T. Hamlin,2015-08-08,220,220,2015,8,8,NA,Massachusetts,Middlesex County,Stoneham,"Boston Basin Ecosystem, Mystic River Watershed, Middlesex Fells Reservation, along south side of Doleful Pond, GPS 42 27.998N, 71 5.61W",42.4668,-71.09329,150,Raphanus raphanistrum L.,raphanistrum
5070653848,0,0,29,5070653848,5070653848,IND,Robert F. Britt,1965-05-23,143,143,1965,5,23,5/23/65,North Carolina,Robeson,NA,4.5 miles south-southwest of St. Pauls near Co. 1765,34.729295,-79.004373,1500.0,Raphanus raphanistrum L.,raphanistrum
2234333291,0,0,26,2234333291,2234333291,NCU,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Isle of Wight,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344481320,3,11,45,3344481320,3344481320,CLEMS,Cynthia A. Aulbach-Smith,1980-04-20,111,111,1980,4,20,NA,South Carolina,Saluda,NA,Saluda,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859088734,0,10,10,2859088734,2859088734,CM,"Wolle, J.",1838,NA,NA,1838,NA,NA,1838,Pennsylvania,Northampton,NA,Bethlehem,40.64038,-75.36223,4738.0,Raphanus sativus L.,sativus
3865362267,1,4,2,3865362267,3865362267,PH,J. Bernard Brinton,1878-07-10,191,191,1878,7,10,NA,Pennsylvania,NA,NA,none,NA,NA,NA,Raphanus sativus L.,sativus
3865379344,0,3,9,3865379344,3865379344,PH,Edgar T. Wherry,1968-06-21,173,173,1968,6,21,NA,Pennsylvania,Philadelphia,NA,"Schuylkill Valley Nature Center, 0.75 mi. WNW of Shawmont",40.054817,-75.253274,616.0,Raphanus raphanistrum L.,raphanistrum
3969864031,1,6,20,3969864031,3969864031,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
CDA-0035919,0,15,33,CDA-0035919,3059684612,CDA,M. Beyers,2011-07-09,190,190,2011,7,9,7/9/2011,California,Solano,NA,Side of I-80 in vicinity of Vacaville.,38.35,-121.98,3194.0,Raphanus sativus L.,sativus
3897880668,1,10,1,3897880668,3897880668,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Camden,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2517128134,1,1,1,2517128134,2517128134,NA,Woodward HO,1953-10-09,282,282,1953,10,9,NA,NA,NA,NA,Massachusetts. Bristol county. Dighton.,NA,NA,NA,Rapistrum raphanistrum (L.) Crantz,raphanistrum
5106272740,0,2,7,5106272740,5106272740,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,California,Ventura,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2234332245,0,1,24,2234332245,2234332245,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Bladen,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5103891758,1,1,1,5103891758,5103891758,WILLI,"Train, Elizabeth L.",1977-04-23,113,113,1977,4,23,NA,Virginia,Middlesex,NA,At intersection of Rte. 618 & 614,37.630127,-76.641158,109.0,Raphanus raphanistrum L.,raphanistrum
CDA-0016146,2,6,4,CDA-0016146,3059684846,CDA,G.F. Hrusa,1999-04-10,100,100,1999,4,10,4/10/1999,California,Sacramento,NA,"Corner of Power Line Rd and Del Paso, Sacramento, ± 1 mi W of I-5. Sacramento Valley.",38.66,-121.58,NA,Raphanus sativus L.,sativus
2234330852,2,8,34,2234330852,2234330852,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Washington,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999431458,1,6,22,1999431458,1999431458,NEBC,J. M. Hunnewell,NA,NA,NA,NA,NA,NA,'98,Massachusetts,NA,NA,Magnolia,42.57388,-70.71093,300,Raphanus raphanistrum L.,raphanistrum
1998640668,1,11,10,1998640668,1998640668,NEBC,J. A. Bates,NA,NA,NA,NA,NA,NA,NA,Vermont,Orange County,Randolph,Randolph,NA,NA,NA,Raphanus sativus L.,sativus
2630823347,0,2,1,2630823347,2630823347,KU,R Dale Thomas,1971-10-13,286,286,1971,10,13,NA,Texas,Val Verde,NA,"Beside US 277, 1 mi E of Del Rio",29.367516,-100.818647,9783.0,Raphanus raphanistrum L.,raphanistrum
5068491366,0,1,36,5068491366,5068491366,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Dorchester,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
894984655,0,8,18,894984655,894984655,University of Lethbridge,S. Jones,1968-04-20,111,111,1968,4,20,NA,California,NA,NA,Located 2 mi e of Dairyville,NA,NA,NA,Raphanus sativus L.,sativus
3709906690,1,4,18,3709906690,3709906690,GA,NA,NA,NA,NA,NA,NA,NA,NA,Massachusetts,Dukes County,NA,"Dukes County, MA",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430439082,0,13,17,2430439082,2430439082,RSA,D. Atwood,1993-03-29,88,88,1993,3,29,29 March 1993,California,Orange,NA,"Huntington Beach along Beach Blvd, ca.0.5 miles N of the Beach.",33.65574,-117.98833,160.0,Raphanus raphanistrum L.,raphanistrum
5103865261,3,9,2,5103865261,5103865261,WILLI,"Baldwin, Patrick",1995-03-19,78,78,1995,3,19,NA,Virginia,Hampton City,NA,Sandy Bottom Nature Park (entire),37.067222,-76.439272,1400.0,Raphanus raphanistrum L.,raphanistrum
4872674686,0,2,2,4872674686,4872674686,DEK,Dorothy Richman Wade; Douglas E. Wade,1939-06-14,165,165,1939,6,14,"June 14, 1939",Pennsylvania,Snyder,Penns Creek,3/4 mi. n.w. of Penns Creek P.O.,40.8636,-77.0714,500.0,Raphanus raphanistrum L.,raphanistrum
5070543299,6,19,40,5070543299,5070543299,BALT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
1999055823,1,3,3,1999055823,1999055823,NEBC,C. E. Perkins,1878-06-11,162,162,1878,6,11,"June 11, 1878",Massachusetts,Suffolk County,Boston,S. [South] Boston,42.33447,-71.0412,2700,Raphanus sativus L.,sativus
3969781022,0,4,1,3969781022,3969781022,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999258976,0,0,26,1999258976,1999258976,NEBC,C. F. Batchelder,1925-08-19,231,231,1925,8,19,"August 19, 1925",New Hampshire,Merrimack County,Hooksett,Hooksett,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234331347,1,4,7,2234331347,2234331347,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Chatham,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969684007,0,3,4,3969684007,3969684007,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2234332584,0,0,25,2234332584,2234332584,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Scotland,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234330604,0,0,28,2234330604,2234330604,NCU,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Mecklenburg,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234332639,0,0,12,2234332639,2234332639,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Nash,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3091277546,8,14,5,3091277546,3091277546,ASC,R. Honahnie,1981-03-21,80,80,1981,3,21,NA,California,San Diego,NA,La Jolla,32.84727,-117.274204,301.0,Raphanus sativus L.,sativus
1999157341,3,7,16,1999157341,1999157341,NEBC,J. F. Collins,1892-07-02,184,184,1892,7,2,"July 2, 1892",Rhode Island,Providence County,Providence,Providence,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4067794456,0,5,19,4067794456,4067794456,MCA,"R. L. Schaeffer, Jr.",1969-08-13,225,225,1969,8,13,NA,Pennsylvania,Carbon,NA,1 mile N of Trauchsville,40.895417,-75.529353,5241.0,Raphanus raphanistrum L.,raphanistrum
CDA-0059481,0,1,58,CDA-0059481,3059684844,CDA,K. A. Stone,1978-05-16,136,136,1978,5,16,5/16/1978,California,Fresno,NA,"Fleming Ranch, Millerton-Auberry Rd, unirrigated cattle pasture.",37.01,-119.56,799.0,Raphanus raphanistrum L.,raphanistrum
3865108370,7,3,1,3865108370,3865108370,PH,Bayard Long,1961-06-04,155,155,1961,6,4,"June 4, 1961",Pennsylvania,Montgomery,NA,Glenside,40.102333,-75.15212,1523.0,Raphanus raphanistrum L.,raphanistrum
4088570154,0,0,11,4088570154,4088570154,USMS,Robert F. Britt,1965-05-23,143,143,1965,5,23,5/23/1965,North Carolina,Robeson,NA,NORTH CROLINA. Robeson Co.: 4.5 miles SSW of St Pauls along Co. 1765.,34.756454,-79.018612,1362.0,Raphanus raphanistrum L.,raphanistrum
3331186446,0,7,19,3331186446,3331186446,MVSC,Mary Emma Groff,1958-07-23,204,204,1958,7,23,1958-07-23,Delaware,Kent County,NA,Bombay Hook,39.35278,-75.49444,NA,Raphanus raphanistrum L.,raphanistrum
2573521373,1,5,2,2573521373,2573521373,COLO,NA,NA,NA,NA,NA,NA,NA,NA,New York,Bronx,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2234331042,0,4,8,2234331042,2234331042,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Horry,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4436957900,0,1,0,4436957900,4436957900,State University of New York Oswego,R. L. Crockett,1937-07-12,193,193,1937,7,12,July 12/37,New York,Essex,North Elba,Heart Lake,NA,NA,NA,Raphanus sativus L.,sativus
2573060735,0,0,3,2573060735,2573060735,VT,NA,1971-07-13,194,194,1971,7,13,1971-7-13,Vermont,Lamoille,Belvidere,NA,44.76156,-72.68051,7127.0,Raphanus raphanistrum L.,raphanistrum
5028847937,2,8,5,5028847937,5028847937,UTC,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Beaufort,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2573097498,9,4,5,2573097498,2573097498,VT,Nellie F. Flynn,1909-06-14,165,165,1909,6,14,1909-6-14,Massachusetts,Nantucket,Nantucket,NA,41.31079,-70.11468,16757.0,Raphanus raphanistrum L.,raphanistrum
4102035533,1,9,6,4102035533,4102035533,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,California,Alameda,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2989914285,4,12,7,2989914285,2989914285,RSA,Caralisa Breidenbaugh; Mark Breidenbaugh,1992-05-01,122,122,1992,5,1,01 May 1992,California,Orange,NA,1/2 mile south of Chino Hills State Park.,33.88182,-117.70065,NA,Raphanus sativus L.,sativus
3344415258,6,27,29,3344415258,3344415258,CLEMS,Warren V. Kellahan,1971-04-09,99,99,1971,4,9,NA,South Carolina,Williamsburg,NA,Williamsburg,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4101885509,2,6,15,4101885509,4101885509,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Lexington,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3344438249,0,1,7,3344438249,3344438249,CLEMS,"Bowers, A.L., III",1972-04-27,118,118,1972,4,27,NA,South Carolina,Hampton,NA,1 mile west of Yemassee junction of US 68 and I-95.,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234331404,1,1,14,2234331404,2234331404,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Iredell,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969595100,0,6,12,3969595100,3969595100,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2989917283,3,16,45,2989917283,2989917283,RSA,C. J. Parenti,1971-03-03,62,62,1971,3,3,3-3-71.,California,Los Angeles,NA,Brea Canyon.,NA,NA,NA,Raphanus sativus L.,sativus
1999082601,2,9,6,1999082601,1999082601,GH,B. N. Gates & W. C. Gates,1943-08-13,225,225,1943,8,13,13 Aug. 1943,Massachusetts,Worcester County,Paxton,Paxton,42.31648,-71.93797,4000 m,Raphanus raphanistrum L.,raphanistrum
2234331238,1,3,60,2234331238,2234331238,NCU,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Beaufort,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3820612925,1,8,47,3820612925,3820612925,OSU,Orlin L. Ireland,1934-05-30,150,150,1934,5,30,NA,Oregon,Lane,NA,South of Junction City.,44.18298,-123.20156,4828.0,Raphanus sativus L.,sativus
YOSE109090,1,5,22,YOSE109090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3357380418,3,9,11,3357380418,3357380418,GMUF,"Ted Bradley, Kamel, Edmonds",1994-05-19,139,139,1994,5,19,19 May 1994,Virginia,Westmoreland,NA,"roadside, jct. rte. 621 and Va. 3. Nomini Grove.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5068491425,1,4,7,5068491425,5068491425,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Laurens,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999385607,1,4,5,1999385607,1999385607,NEBC,A. R. Hodgdon & Westgate,1938-09-07,250,250,1938,9,7,"Sept. 7, 1938",New Hampshire,Strafford County,Durham,Durham,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3969781018,0,6,21,3969781018,3969781018,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3091277550,1,7,7,3091277550,3091277550,ASC,S. Richardson,1975-03-29,88,88,1975,3,29,NA,California,Marin,NA,"State Hwy 1, 2 mi S of Muir Beach View Point, 15 mi NW of San Francisco",37.865109,-122.575016,NA,Raphanus sativus L.,sativus
3820615022,2,7,13,3820615022,3820615022,OSU,Taini Lammi; T. Lammi,1939-06-30,181,181,1939,6,30,NA,Oregon,Coos,NA,N of Charleston.,43.36926,-124.28401,4828.0,Raphanus sativus L.,sativus
2430485486,4,10,56,2430485486,2430485486,RSA,Henry J. Ramsey; Mrs. Henry J. Ramsey,1937-07-20,201,201,1937,7,20,"July 20, 1937",California,San Diego,NA,Between San Diego and Temecula,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5011564409,0,10,79,5011564409,5011564409,CCUH,"Carmichael, Connie",1984-04-26,117,117,1984,4,26,NA,South Carolina,Marion,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
5072730520,7,14,8,5072730520,5072730520,PEMB,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Hoke,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3709986744,3,10,43,3709986744,3709986744,GA,"Zomlefer, Wendy",2014-04-17,107,107,2014,4,17,NA,Georgia,Sumter County,NA,Andersonville National Historic Site: cleared area on w side of GA-49 at entrance gate (service road) to park property to Boy Scout/CCC Camp.,32.20344,-84.1339,NA,Raphanus sativus L.,sativus
3820738982,1,15,46,3820738982,3820738982,OSU,Richard R. Halse,2014-07-21,202,202,2014,7,21,NA,Oregon,Coos,NA,just south of Bandon along Mars Lane by its intersection with Rohrer Road.,43.087215,-124.432799,805.0,Raphanus sativus L.,sativus
2859083857,2,14,44,2859083857,2859083857,CM,"Graham, E.H.",1925-10-07,280,280,1925,10,7,7 Oct 1925,Pennsylvania,Allegheny,NA,"Cathedral of Learning site, Pittsburgh",40.442847,-79.959219,629.0,Raphanus sativus L.,sativus
2573522772,0,0,0,2573522772,2573522772,COLO,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Mobile,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3865108366,0,2,0,3865108366,3865108366,PH,John E. Peters,1883-04-26,116,116,1883,4,26,April 26 1883,New Jersey,Mercer,NA,Princeton,40.348718,-74.659047,1984.0,Raphanus L.,NA
